baseline_commit,old_file,old_file_lines,definition,start_line,end_line,definition_lines
4c6d7b6,app/ai_client.py,1085,_text_completion_payload,249,293,45
4c6d7b6,app/ai_client.py,1085,_empty_answer_evidence,325,348,24
4c6d7b6,app/ai_client.py,1085,_tool_completion_payload,365,417,53
4c6d7b6,app/ai_client.py,1085,_tool_completion_response,420,487,68
4c6d7b6,app/ai_client.py,1085,_image_data_url,517,540,24
4c6d7b6,app/ai_client.py,1085,ask_text_model,582,766,185
4c6d7b6,app/ai_client.py,1085,ask_text_model_with_tools,769,888,120
4c6d7b6,app/ai_client.py,1085,ask_vision_model,891,1085,195
4c6d7b6,app/anchor/__init__.py,36,,,,
4c6d7b6,app/anchor/anchor.py,255,from_dict,218,255,38
4c6d7b6,app/anchor/resolver.py,190,AnchorResolver.resolve,85,122,38
4c6d7b6,app/anchor/resolver.py,190,AnchorResolver._resolve_structure,124,149,26
4c6d7b6,app/anchor/resolver.py,190,resolution_to_dict,166,190,25
4c6d7b6,app/artifacts/__init__.py,43,,,,
4c6d7b6,app/artifacts/document_patch.py,633,PatchOperation.from_dict,107,138,32
4c6d7b6,app/artifacts/document_patch.py,633,DocumentPatch.from_dict,161,210,50
4c6d7b6,app/artifacts/document_patch.py,633,document_patch_paths,338,359,22
4c6d7b6,app/artifacts/document_patch.py,633,inverse_document_patch,362,387,26
4c6d7b6,app/artifacts/document_patch.py,633,apply_document_patch,399,619,221
4c6d7b6,app/artifacts/projection.py,122,project_artifacts,19,122,104
4c6d7b6,app/artifacts/schema.py,48,,,,
4c6d7b6,app/capture/__init__.py,209,WgcWindowCaptureProvider.capture,119,143,25
4c6d7b6,app/capture/__init__.py,209,benchmark_provider,180,209,30
4c6d7b6,app/computer_operator/__init__.py,49,,,,
4c6d7b6,app/computer_operator/agent.py,336,UiTarsComputerAgent.run,146,168,23
4c6d7b6,app/computer_operator/agent.py,336,UiTarsComputerAgent._run_live,170,336,167
4c6d7b6,app/computer_operator/agent_cursor_channel.py,164,,,,
4c6d7b6,app/computer_operator/configured_model.py,149,_bounded_history,69,94,26
4c6d7b6,app/computer_operator/configured_model.py,149,ConfiguredUiTarsModel.predict,115,149,35
4c6d7b6,app/computer_operator/cursors.py,790,build_flight,198,237,40
4c6d7b6,app/computer_operator/cursors.py,790,Cursor.frame,350,369,20
4c6d7b6,app/computer_operator/cursors.py,790,Cursor._advance_flight,373,403,31
4c6d7b6,app/computer_operator/cursors.py,790,Cursor.begin_return,405,430,26
4c6d7b6,app/computer_operator/cursors.py,790,Cursor._advance_spring,432,451,20
4c6d7b6,app/computer_operator/cursors.py,790,Cursor.advance,453,506,54
4c6d7b6,app/computer_operator/cursors.py,790,CursorRegistry.spawn,541,580,40
4c6d7b6,app/computer_operator/cursors.py,790,CursorRegistry.set_target,612,633,22
4c6d7b6,app/computer_operator/cursors.py,790,CursorRegistry.begin_flight,637,669,33
4c6d7b6,app/computer_operator/cursors.py,790,CursorRegistry.hold,671,694,24
4c6d7b6,app/computer_operator/cursors.py,790,CursorRegistry.click,716,739,24
4c6d7b6,app/computer_operator/displays.py,240,parse_display,92,129,38
4c6d7b6,app/computer_operator/displays.py,240,screen_point_for,209,229,21
4c6d7b6,app/computer_operator/motion.py,196,flight_duration_ms,108,129,22
4c6d7b6,app/computer_operator/motion.py,196,glide_points,160,196,37
4c6d7b6,app/computer_operator/protocol.py,347,GuardedComputerOperator.__init__,48,68,21
4c6d7b6,app/computer_operator/protocol.py,347,GuardedComputerOperator._receipt,70,94,25
4c6d7b6,app/computer_operator/protocol.py,347,GuardedComputerOperator.observe,123,149,27
4c6d7b6,app/computer_operator/protocol.py,347,GuardedComputerOperator.execute,151,344,194
4c6d7b6,app/computer_operator/registry.py,97,,,,
4c6d7b6,app/computer_operator/schema.py,299,ComputerAction.__post_init__,89,149,61
4c6d7b6,app/computer_operator/schema.py,299,SurfaceGrant.from_leases,166,228,63
4c6d7b6,app/computer_operator/service.py,100,ComputerTaskService.run,62,100,39
4c6d7b6,app/computer_operator/ui_tars.py,277,_split_calls,78,110,33
4c6d7b6,app/computer_operator/ui_tars.py,277,_box_center,134,180,47
4c6d7b6,app/computer_operator/ui_tars.py,277,parse_ui_tars_response,191,249,59
4c6d7b6,app/computer_operator/ui_tars.py,277,compile_ui_tars_intent,252,277,26
4c6d7b6,app/computer_operator/windows.py,689,Win32InputDriver.__init__,142,164,23
4c6d7b6,app/computer_operator/windows.py,689,Win32InputDriver._glide,246,275,30
4c6d7b6,app/computer_operator/windows.py,689,Win32InputDriver.click,277,331,55
4c6d7b6,app/computer_operator/windows.py,689,Win32InputDriver.drag_path,354,379,26
4c6d7b6,app/computer_operator/windows.py,689,Win32InputDriver.type_text,403,430,28
4c6d7b6,app/computer_operator/windows.py,689,WindowsComputerOperatorBackend.observe,521,544,24
4c6d7b6,app/computer_operator/windows.py,689,WindowsComputerOperatorBackend.execute,546,576,31
4c6d7b6,app/computer_operator/windows.py,689,WindowsComputerOperatorBackend._execute_locked,578,677,100
4c6d7b6,app/context_pack/__init__.py,88,,,,
4c6d7b6,app/context_pack/browser_reader.py,231,BrowserContextReader._empty,41,63,23
4c6d7b6,app/context_pack/browser_reader.py,231,BrowserContextReader._read,65,182,118
4c6d7b6,app/context_pack/capture_policy.py,95,context_item_object,9,34,26
4c6d7b6,app/context_pack/capture_policy.py,95,stored_pointer_object,53,79,27
4c6d7b6,app/context_pack/chat_local_files.py,326,wechat_data_roots,56,83,28
4c6d7b6,app/context_pack/chat_local_files.py,326,_scan_for_store_names,179,198,20
4c6d7b6,app/context_pack/chat_local_files.py,326,discover_chat_stores,205,234,30
4c6d7b6,app/context_pack/chat_local_files.py,326,_candidate_files,278,297,20
4c6d7b6,app/context_pack/chat_local_files.py,326,locate_chat_file,300,326,27
4c6d7b6,app/context_pack/chat_reader.py,879,_window_xywh,35,56,22
4c6d7b6,app/context_pack/chat_reader.py,879,DesktopChatNavigator.__call__,66,109,44
4c6d7b6,app/context_pack/chat_reader.py,879,SurfaceChatHistoryBackend.read_chat_page,141,346,206
4c6d7b6,app/context_pack/chat_reader.py,879,ChatReader._empty,483,506,24
4c6d7b6,app/context_pack/chat_reader.py,879,ChatReader._child_sources,508,563,56
4c6d7b6,app/context_pack/chat_reader.py,879,ChatReader._fragment,565,618,54
4c6d7b6,app/context_pack/chat_reader.py,879,ChatReader._scan,620,827,208
4c6d7b6,app/context_pack/compiler.py,364,compile_context_prompt,111,345,235
4c6d7b6,app/context_pack/daily_wrap.py,179,ConversationEventCatalog.summaries,68,176,109
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader._parse,133,156,24
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader._parse_file,158,177,20
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader._parse_pdf,179,245,67
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader._parse_docx,247,333,87
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader._parse_pptx,335,422,88
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader._parse_xlsx,431,533,103
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader._parse_directory,553,582,30
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader._directory_content_matches,584,653,70
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader._locator_matches,682,713,32
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader._fragment,734,753,20
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader._fit_result_budget,755,787,33
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader._result,789,818,30
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader.read,836,944,109
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader.search,946,1045,100
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader.follow,1047,1072,26
4c6d7b6,app/context_pack/document_reader.py,1129,DocumentReader.preview,1074,1115,42
4c6d7b6,app/context_pack/initial_evidence.py,28,available_content,6,28,23
4c6d7b6,app/context_pack/intent.py,51,,,,
4c6d7b6,app/context_pack/knowledge.py,254,KnowledgeCatalog._entry,95,131,37
4c6d7b6,app/context_pack/knowledge.py,254,KnowledgeCatalog.search,141,165,25
4c6d7b6,app/context_pack/knowledge.py,254,KnowledgeCatalog.resolve,179,213,35
4c6d7b6,app/context_pack/knowledge.py,254,KnowledgeCatalog.remove,225,246,22
4c6d7b6,app/context_pack/runtime_document_smoke.py,85,verify_document_dependencies,16,76,61
4c6d7b6,app/context_pack/screen_memory.py,244,MemoryEntry.from_dict,73,99,27
4c6d7b6,app/context_pack/screen_memory.py,244,ScreenMemory._save,135,162,28
4c6d7b6,app/context_pack/screen_memory.py,244,ScreenMemory.record,164,211,48
4c6d7b6,app/context_pack/screen_memory.py,244,ScreenMemory.recall,217,239,23
4c6d7b6,app/context_pack/selection_reader.py,180,FrozenSelectionReader._result,46,79,34
4c6d7b6,app/context_pack/selection_reader.py,180,FrozenSelectionReader.read,90,115,26
4c6d7b6,app/context_pack/selection_reader.py,180,FrozenSelectionReader.search,117,173,57
4c6d7b6,app/context_pack/session.py,563,ContextSessionStore._validate_state,143,181,39
4c6d7b6,app/context_pack/session.py,563,ContextSessionStore._mutation_lock,206,233,28
4c6d7b6,app/context_pack/session.py,563,ContextSessionStore._normalize_native,267,325,59
4c6d7b6,app/context_pack/session.py,563,ContextSessionStore._normalize_visual,327,395,69
4c6d7b6,app/context_pack/session.py,563,ContextSessionStore._record,397,463,67
4c6d7b6,app/context_pack/session.py,563,ContextSessionStore.save_compilation,510,541,32
4c6d7b6,app/context_pack/session.py,563,ContextSessionStore.finish,543,563,21
4c6d7b6,app/context_pack/source_scope.py,297,ScopeGrant.__post_init__,62,86,25
4c6d7b6,app/context_pack/source_scope.py,297,ScopeGrant.from_dict,89,110,22
4c6d7b6,app/context_pack/source_scope.py,297,scope_from_events,144,167,24
4c6d7b6,app/context_pack/source_scope.py,297,grant_source_scope,170,189,20
4c6d7b6,app/context_pack/source_scope.py,297,ensure_folder_read_scope,192,213,22
4c6d7b6,app/context_pack/source_scope.py,297,authorize_access,258,283,26
4c6d7b6,app/context_pack/source_store.py,206,_apply_update,52,79,28
4c6d7b6,app/context_pack/source_store.py,206,validate_context_update,107,157,51
4c6d7b6,app/context_pack/source_store.py,206,apply_reference_updates,175,195,21
4c6d7b6,app/context_pack/sources.py,596,SourceRef.from_dict,115,147,33
4c6d7b6,app/context_pack/sources.py,596,Coverage.from_dict,190,220,31
4c6d7b6,app/context_pack/sources.py,596,ReferenceBinding.from_dict,246,273,28
4c6d7b6,app/context_pack/sources.py,596,TimelineEvent.from_dict,331,362,32
4c6d7b6,app/context_pack/sources.py,596,TaskInput.from_dict,390,420,31
4c6d7b6,app/context_pack/sources.py,596,ReadResult.from_dict,481,503,23
4c6d7b6,app/context_pack/tools.py,517,register_context_tools,54,514,461
4c6d7b6,app/dashboard/__init__.py,13,,,,
4c6d7b6,app/dashboard/calendar.py,336,normalize_event,83,117,35
4c6d7b6,app/dashboard/calendar.py,336,CalendarEventStore._mutation_lock,181,208,28
4c6d7b6,app/dashboard/calendar.py,336,CalendarEventStore.create_event,240,305,66
4c6d7b6,app/dashboard/calendar.py,336,CalendarEventStore.undo_create,307,336,30
4c6d7b6,app/dashboard/shopping_list.py,338,ShoppingListStore._mutation_lock,131,158,28
4c6d7b6,app/dashboard/shopping_list.py,338,ShoppingListStore._add_item_unlocked,194,253,60
4c6d7b6,app/dashboard/shopping_list.py,338,ShoppingListStore._set_checked_unlocked,271,294,24
4c6d7b6,app/dashboard/shopping_list.py,338,ShoppingListStore._undo_add_unlocked,312,338,27
4c6d7b6,app/desktop_actions/__init__.py,19,,,,
4c6d7b6,app/desktop_actions/jev.py,139,JevTargetSelector.select,53,113,61
4c6d7b6,app/desktop_actions/session.py,1760,InputOwnershipLock._acquire_native,55,90,36
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession.__init__,142,170,29
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession.find_roots,195,234,40
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession.observe_ui,236,256,21
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession.search_ui,258,304,47
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession.action_effect,314,347,34
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession.wait_for,378,402,25
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession.act_ui,404,430,27
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession._execute_ui_action,432,453,22
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession.get_app_state,539,600,62
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession.type_text,620,670,51
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession.set_value,706,738,33
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession.perform_secondary_action,740,759,20
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession.select_text,761,780,20
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession.drag,782,811,30
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession._require_snapshot,866,891,26
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession._require_unchanged_element,893,945,53
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession._target_point,947,995,49
4c6d7b6,app/desktop_actions/session.py,1760,DesktopActionSession._changes_after,1015,1044,30
4c6d7b6,app/desktop_actions/session.py,1760,register_desktop_action_tools,1068,1414,347
4c6d7b6,app/desktop_actions/session.py,1760,_select_window,1561,1606,46
4c6d7b6,app/desktop_actions/session.py,1760,_compress_elements,1674,1708,35
4c6d7b6,app/desktop_actions/session.py,1760,_snapshot_changes,1711,1738,28
4c6d7b6,app/desktop_actions/uia.py,709,normalize_elements,101,138,38
4c6d7b6,app/desktop_actions/uia.py,709,_create_automation,290,311,22
4c6d7b6,app/desktop_actions/uia.py,709,_runtime_id,372,391,20
4c6d7b6,app/desktop_actions/uia.py,709,_dump_element,416,446,31
4c6d7b6,app/desktop_actions/uia.py,709,_com_walk,449,487,39
4c6d7b6,app/desktop_actions/uia.py,709,_com_act,503,552,50
4c6d7b6,app/desktop_actions/uia.py,709,_dispatch,555,585,31
4c6d7b6,app/desktop_actions/uia.py,709,_read_value,588,623,36
4c6d7b6,app/desktop_actions/uia.py,709,_set_value,662,696,35
4c6d7b6,app/desktop_actions/uia_worker.py,75,request,20,53,34
4c6d7b6,app/evidence/__init__.py,32,,,,
4c6d7b6,app/evidence/contract.py,313,apply_container_heuristic,161,193,33
4c6d7b6,app/evidence/contract.py,313,merge_for_decision,205,304,100
4c6d7b6,app/fabric/__init__.py,7,,,,
4c6d7b6,app/fabric/action.py,53,make_fabric_action_proposal,19,53,35
4c6d7b6,app/fabric/agent_context_handoff.py,347,AgentContextHandoffStore._lock,48,75,28
4c6d7b6,app/fabric/agent_context_handoff.py,347,AgentContextHandoffStore._write,77,96,20
4c6d7b6,app/fabric/agent_context_handoff.py,347,AgentContextHandoffStore._read,98,121,24
4c6d7b6,app/fabric/agent_context_handoff.py,347,AgentContextHandoffStore._public,124,152,29
4c6d7b6,app/fabric/agent_context_handoff.py,347,AgentContextHandoffStore.seal,161,206,46
4c6d7b6,app/fabric/agent_context_handoff.py,347,AgentContextHandoffStore.reconcile,221,255,35
4c6d7b6,app/fabric/agent_context_handoff.py,347,AgentContextHandoffStore.dispatch,257,347,91
4c6d7b6,app/fabric/agent_gateway.py,266,AgentGateway.start,91,176,86
4c6d7b6,app/fabric/agent_gateway.py,266,AgentGateway.status,178,213,36
4c6d7b6,app/fabric/agent_prompt_dispatch.py,94,dispatch_agent_prompt,15,94,80
4c6d7b6,app/fabric/agent_sessions.py,599,_win32_exclusive_read,75,114,40
4c6d7b6,app/fabric/agent_sessions.py,599,_metadata_lines,139,169,31
4c6d7b6,app/fabric/agent_sessions.py,599,_first_user_text,213,261,49
4c6d7b6,app/fabric/agent_sessions.py,599,AgentSessionRegistry._codex,387,431,45
4c6d7b6,app/fabric/agent_sessions.py,599,AgentSessionRegistry._claude,433,462,30
4c6d7b6,app/fabric/agent_sessions.py,599,AgentSessionRegistry._gemini,464,513,50
4c6d7b6,app/fabric/agent_sessions.py,599,AgentSessionRegistry._pi,515,545,31
4c6d7b6,app/fabric/agent_sessions.py,599,AgentSessionRegistry.discover,547,576,30
4c6d7b6,app/fabric/agents.py,202,AgentConnectorRegistry.build,86,186,101
4c6d7b6,app/fabric/artifacts.py,389,ArtifactRegistry.register,99,169,71
4c6d7b6,app/fabric/artifacts.py,389,ArtifactRegistry.register_reference,171,250,80
4c6d7b6,app/fabric/artifacts.py,389,ArtifactRegistry.register_receipt,252,293,42
4c6d7b6,app/fabric/artifacts.py,389,ArtifactRegistry.cleanup_expired,306,359,54
4c6d7b6,app/fabric/artifacts.py,389,ArtifactRegistry.restore,361,389,29
4c6d7b6,app/fabric/audit.py,78,,,,
4c6d7b6,app/fabric/capabilities.py,144,_score,41,72,32
4c6d7b6,app/fabric/capabilities.py,144,CapabilityRegistry.search,92,144,53
4c6d7b6,app/fabric/capability_snapshot.py,358,_status_for_recipe,85,156,72
4c6d7b6,app/fabric/capability_snapshot.py,358,build_capability_snapshot,159,182,24
4c6d7b6,app/fabric/capability_snapshot.py,358,_engine_provider_for_recipe,199,236,38
4c6d7b6,app/fabric/capability_snapshot.py,358,build_engine_capability_snapshot,250,358,109
4c6d7b6,app/fabric/capture_policy.py,249,CapturePolicyEngine.decide,153,196,44
4c6d7b6,app/fabric/capture_policy.py,249,build_capture_policy,202,249,48
4c6d7b6,app/fabric/catalog.py,80,,,,
4c6d7b6,app/fabric/context_packet.py,710,probe_workspace,71,106,36
4c6d7b6,app/fabric/context_packet.py,710,_safe_capture_attestation,157,176,20
4c6d7b6,app/fabric/context_packet.py,710,_safe_perception_trace,179,208,30
4c6d7b6,app/fabric/context_packet.py,710,_spatial_relations,242,263,22
4c6d7b6,app/fabric/context_packet.py,710,_sanitize_object,266,311,46
4c6d7b6,app/fabric/context_packet.py,710,_safe_visual_relays,332,394,63
4c6d7b6,app/fabric/context_packet.py,710,ContextPacketBuilder.build,407,534,128
4c6d7b6,app/fabric/context_packet.py,710,build_agent_prompt,557,710,154
4c6d7b6,app/fabric/engine.py,1135,_idempotency_stable_params,54,108,55
4c6d7b6,app/fabric/engine.py,1135,FabricEngine.__init__,114,167,54
4c6d7b6,app/fabric/engine.py,1135,FabricEngine._attachment_candidates,181,206,26
4c6d7b6,app/fabric/engine.py,1135,FabricEngine._audit_context,209,286,78
4c6d7b6,app/fabric/engine.py,1135,FabricEngine._append_execution_audit,288,322,35
4c6d7b6,app/fabric/engine.py,1135,FabricEngine._load_signing_key,324,364,41
4c6d7b6,app/fabric/engine.py,1135,FabricEngine._provider,407,516,110
4c6d7b6,app/fabric/engine.py,1135,FabricEngine.plan,518,772,255
4c6d7b6,app/fabric/engine.py,1135,FabricEngine.plan_from_model,774,823,50
4c6d7b6,app/fabric/engine.py,1135,FabricEngine.execute,825,991,167
4c6d7b6,app/fabric/engine.py,1135,run_agent_turn,1027,1130,104
4c6d7b6,app/fabric/executors.py,1603,_exclusive_file_lock,59,86,28
4c6d7b6,app/fabric/executors.py,1603,_receipt,101,122,22
4c6d7b6,app/fabric/executors.py,1603,_numbered_lines,137,165,29
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors.__init__,169,191,23
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors.execute,193,256,64
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors._default_ocr,258,279,22
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors._tesseract_ocr,282,317,36
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors._ocr,319,388,70
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors._memory_recall,390,417,28
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors._clipboard_history,419,471,53
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors._clipboard,473,507,35
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors._table,509,541,33
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors._evidence,543,574,32
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors._visual_context,588,613,26
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors._image_prompt,615,705,91
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors._task,720,751,32
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors._overlay_translation,769,836,68
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors._inplace_text,854,895,42
4c6d7b6,app/fabric/executors.py,1603,FabricExecutors._agent,897,1057,161
4c6d7b6,app/fabric/executors.py,1603,_fabric_input_schema,1071,1110,40
4c6d7b6,app/fabric/executors.py,1603,_fabric_tool_plan,1124,1159,36
4c6d7b6,app/fabric/executors.py,1603,_fabric_tool_execute,1162,1203,42
4c6d7b6,app/fabric/executors.py,1603,register_fabric_tools,1206,1602,397
4c6d7b6,app/fabric/hooks.py,209,episode_context,58,87,30
4c6d7b6,app/fabric/hooks.py,209,build_hook_response,131,209,79
4c6d7b6,app/fabric/loop_answer.py,222,terminal_to_answer,46,184,139
4c6d7b6,app/fabric/loop_answer.py,222,_events,203,222,20
4c6d7b6,app/fabric/mcp.py,408,MagicPointerMcpServer.__init__,171,195,25
4c6d7b6,app/fabric/mcp.py,408,MagicPointerMcpServer.call_tool,273,361,89
4c6d7b6,app/fabric/mcp.py,408,MagicPointerMcpServer.handle,363,408,46
4c6d7b6,app/fabric/mcp_client.py,362,McpServerConfig.from_dict,98,127,30
4c6d7b6,app/fabric/mcp_client.py,362,load_server_configs,130,149,20
4c6d7b6,app/fabric/mcp_client.py,362,McpStdioClient.start,169,192,24
4c6d7b6,app/fabric/mcp_client.py,362,McpStdioClient._request_locked,236,299,64
4c6d7b6,app/fabric/mcp_client.py,362,McpStdioClient.list_tools,301,322,22
4c6d7b6,app/fabric/mcp_client.py,362,discover_tools,341,362,22
4c6d7b6,app/fabric/model_plan.py,297,_clean_arguments,158,182,25
4c6d7b6,app/fabric/model_plan.py,297,parse_model_plan,218,283,66
4c6d7b6,app/fabric/provenance.py,223,ProvenanceIndex._lock,39,66,28
4c6d7b6,app/fabric/provenance.py,223,ProvenanceIndex.record_execution,86,115,30
4c6d7b6,app/fabric/provenance.py,223,ProvenanceIndex.trace,164,223,60
4c6d7b6,app/fabric/providers.py,161,_default_version_probe,49,70,22
4c6d7b6,app/fabric/providers.py,161,AgentProviderDiscovery.discover_all,91,126,36
4c6d7b6,app/fabric/providers.py,161,AgentProviderDiscovery._probe_versions,128,161,34
4c6d7b6,app/fabric/receipt_verification.py,43,verify_action_receipt,11,43,33
4c6d7b6,app/fabric/recipe_manifest.py,138,_recipe_from_entry,52,81,30
4c6d7b6,app/fabric/recipe_manifest.py,138,load_all_recipes,109,134,26
4c6d7b6,app/fabric/router.py,91,RecipeRouter._priority_match,25,46,22
4c6d7b6,app/fabric/router.py,91,RecipeRouter.route,57,91,35
4c6d7b6,app/fabric/runtime_snapshot.py,127,build_runtime_snapshot,41,127,87
4c6d7b6,app/fabric/runtime_workspace.py,370,_git_root,36,55,20
4c6d7b6,app/fabric/runtime_workspace.py,370,_command_path_candidates,67,93,27
4c6d7b6,app/fabric/runtime_workspace.py,370,_windows_current_directory,96,163,68
4c6d7b6,app/fabric/runtime_workspace.py,370,_default_process_probe,166,209,44
4c6d7b6,app/fabric/runtime_workspace.py,370,_default_listener_probe,212,234,23
4c6d7b6,app/fabric/runtime_workspace.py,370,RuntimeWorkspaceResolver._source,248,279,32
4c6d7b6,app/fabric/runtime_workspace.py,370,RuntimeWorkspaceResolver.resolve,281,348,68
4c6d7b6,app/fabric/runtime_workspace.py,370,RuntimeWorkspaceResolver._bound,351,370,20
4c6d7b6,app/fabric/schema.py,149,,,,
4c6d7b6,app/fabric/settings.py,762,ActivationSettings.__post_init__,101,125,25
4c6d7b6,app/fabric/settings.py,762,InteractionSettings.validate,150,213,64
4c6d7b6,app/fabric/settings.py,762,AgentSettings.__post_init__,226,245,20
4c6d7b6,app/fabric/settings.py,762,_normalized_accent_rgb,274,305,32
4c6d7b6,app/fabric/settings.py,762,AppearanceSettings.__post_init__,331,370,40
4c6d7b6,app/fabric/settings.py,762,PermissionSettings.validate,393,444,52
4c6d7b6,app/fabric/settings.py,762,PermissionSettings.scoped_decision,454,506,53
4c6d7b6,app/fabric/settings.py,762,ConnectionSettings.__post_init__,558,577,20
4c6d7b6,app/fabric/settings.py,762,FabricSettings.permission_decision,607,645,39
4c6d7b6,app/fabric/settings.py,762,FabricSettings.from_dict,685,730,46
4c6d7b6,app/fabric/skill_candidates.py,528,SkillCandidateStore._lock,66,93,28
4c6d7b6,app/fabric/skill_candidates.py,528,SkillCandidateStore._semantic,146,184,39
4c6d7b6,app/fabric/skill_candidates.py,528,SkillCandidateStore._public,196,215,20
4c6d7b6,app/fabric/skill_candidates.py,528,SkillCandidateStore._draft_content,218,267,50
4c6d7b6,app/fabric/skill_candidates.py,528,SkillCandidateStore._reconcile,290,309,20
4c6d7b6,app/fabric/skill_candidates.py,528,SkillCandidateStore._rebuild,311,353,43
4c6d7b6,app/fabric/skill_candidates.py,528,SkillCandidateStore.observe_execution,355,403,49
4c6d7b6,app/fabric/skill_candidates.py,528,SkillCandidateStore.list,405,426,22
4c6d7b6,app/fabric/skill_candidates.py,528,SkillCandidateStore.draft,428,456,29
4c6d7b6,app/fabric/skill_candidates.py,528,SkillCandidateStore.install,458,528,71
4c6d7b6,app/fabric/target_lease.py,445,_canonical_objects,90,124,35
4c6d7b6,app/fabric/target_lease.py,445,_capture_paths,127,149,23
4c6d7b6,app/fabric/target_lease.py,445,_file_fingerprint,152,175,24
4c6d7b6,app/fabric/target_lease.py,445,_windows,191,221,31
4c6d7b6,app/fabric/target_lease.py,445,TargetLease.create,248,275,28
4c6d7b6,app/fabric/target_lease.py,445,_match_expected_window,326,347,22
4c6d7b6,app/fabric/target_lease.py,445,validate_target_lease,350,385,36
4c6d7b6,app/fabric/target_lease.py,445,reconfirm_target_lease,388,445,58
4c6d7b6,app/fabric/task_store.py,836,_process_alive,44,77,34
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore._mutation_lock,116,152,37
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore._start_locked,205,243,39
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore._public,245,277,33
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore._artifact_candidates,280,311,32
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore._index_result_artifacts,313,364,52
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore.status,367,401,35
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore.complete,415,446,32
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore.link_provenance,449,489,41
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore.enforce_target_lease,492,564,73
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore.reconfirm_target,567,617,51
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore.steer,620,677,58
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore.mark_steer_delivered,680,711,32
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore.mark_steer_rejected,714,751,38
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore.cancel,754,789,36
4c6d7b6,app/fabric/task_store.py,836,AgentTaskStore.resume,812,836,25
4c6d7b6,app/fabric/workflow.py,64,operation_graph,25,64,40
4c6d7b6,app/fabric/workflow_task_store.py,324,WorkflowTaskStore._mutation_lock,57,84,28
4c6d7b6,app/fabric/workflow_task_store.py,324,WorkflowTaskStore._read,86,109,24
