baseline_commit,old_file,old_file_lines,definition,start_line,end_line,definition_lines
4c6d7b6,app/fabric/workflow_task_store.py,324,WorkflowTaskStore.create,179,222,44
4c6d7b6,app/fabric/workflow_task_store.py,324,WorkflowTaskStore.claim_execution,262,286,25
4c6d7b6,app/fabric/workflow_task_store.py,324,WorkflowTaskStore.complete_execution,296,324,29
4c6d7b6,app/failure_flow/__init__.py,23,,,,
4c6d7b6,app/failure_flow/repair_prompt.py,174,build_repair,91,164,74
4c6d7b6,app/file_context.py,192,read_local_file_context,98,166,69
4c6d7b6,app/file_context.py,192,format_local_file_context,169,192,24
4c6d7b6,app/governance/__init__.py,38,,,,
4c6d7b6,app/governance/cancellation.py,157,,,,
4c6d7b6,app/governance/latency_budget.py,126,check_budget,93,114,22
4c6d7b6,app/grounding/__init__.py,34,,,,
4c6d7b6,app/grounding/base.py,64,,,,
4c6d7b6,app/grounding/component_source.py,285,_runtime_path,35,64,30
4c6d7b6,app/grounding/component_source.py,285,ComponentSourceResolver._files,114,136,23
4c6d7b6,app/grounding/component_source.py,285,ComponentSourceResolver._signals,139,171,33
4c6d7b6,app/grounding/component_source.py,285,ComponentSourceResolver.resolve,187,285,99
4c6d7b6,app/grounding/evidence_binding.py,179,bind_frozen_evidence,157,176,20
4c6d7b6,app/grounding/explorer_adapter.py,620,_underline_semantic_bonus,107,140,34
4c6d7b6,app/grounding/explorer_adapter.py,620,resolve_child_path,178,215,38
4c6d7b6,app/grounding/explorer_adapter.py,620,ExplorerFileGrounder.ground,255,350,96
4c6d7b6,app/grounding/explorer_adapter.py,620,ExplorerFileGrounder._read_desktop_shell_items,352,379,28
4c6d7b6,app/grounding/explorer_adapter.py,620,ExplorerFileGrounder._object_from_item,381,413,33
4c6d7b6,app/grounding/explorer_adapter.py,620,ExplorerFileGrounder._read_powershell_explorer_state,415,542,128
4c6d7b6,app/grounding/explorer_adapter.py,620,ExplorerFileGrounder._read_shell_window,544,571,28
4c6d7b6,app/grounding/explorer_adapter.py,620,ExplorerFileGrounder._read_uia_items,573,620,48
4c6d7b6,app/grounding/explorer_context.py,129,read_explorer_file_context,46,129,84
4c6d7b6,app/grounding/marked_read.py,163,rect_is_container,94,113,20
4c6d7b6,app/grounding/marked_read.py,163,structured_read_covers_mark,116,163,48
4c6d7b6,app/grounding/ocr_mark_selection.py,132,_segment_y_samples,40,59,20
4c6d7b6,app/grounding/ocr_mark_selection.py,132,_row_cost,62,95,34
4c6d7b6,app/grounding/ocr_mark_selection.py,132,select_open_stroke_rect_indexes,98,132,35
4c6d7b6,app/grounding/perception_cascade.py,135,resolve_structured_perception,37,61,25
4c6d7b6,app/grounding/perception_cascade.py,135,append_perception_attempt,64,126,63
4c6d7b6,app/grounding/schema.py,176,GroundedObject.from_selection,113,142,30
4c6d7b6,app/grounding/terminal_evidence.py,291,sanitize_terminal_evidence,103,159,57
4c6d7b6,app/grounding/terminal_evidence.py,291,TerminalEvidenceExtractor.extract,168,268,101
4c6d7b6,app/harness/__init__.py,31,,,,
4c6d7b6,app/harness/builtin_bundle.py,1324,_apply_harness_tools,128,153,26
4c6d7b6,app/harness/builtin_bundle.py,1324,_apply_look_tool,178,198,21
4c6d7b6,app/harness/builtin_bundle.py,1324,_apply_context_tools,201,224,24
4c6d7b6,app/harness/builtin_bundle.py,1324,_apply_local_action_tools,227,327,101
4c6d7b6,app/harness/builtin_bundle.py,1324,_apply_desktop_action_tools,330,476,147
4c6d7b6,app/harness/builtin_bundle.py,1324,_apply_model_client,592,721,130
4c6d7b6,app/harness/builtin_bundle.py,1324,_git_branch,871,900,30
4c6d7b6,app/harness/builtin_bundle.py,1324,_global_loop_rows,956,982,27
4c6d7b6,app/harness/builtin_bundle.py,1324,_run_loop_rows,1010,1098,89
4c6d7b6,app/harness/builtin_bundle.py,1324,LoopHarnessHost.__init__,1104,1128,25
4c6d7b6,app/harness/builtin_bundle.py,1324,boot_loop_context,1149,1298,150
4c6d7b6,app/harness/builtin_bundle.py,1324,boot_surface_context,1301,1324,24
4c6d7b6,app/harness/composition.py,335,load_patch_file,34,58,25
4c6d7b6,app/harness/composition.py,335,boot,146,295,150
4c6d7b6,app/harness/composition.py,335,_mount_row,298,335,38
4c6d7b6,app/harness/context.py,644,Context.__init__,154,176,23
4c6d7b6,app/harness/context.py,644,Context.provide_up,235,259,25
4c6d7b6,app/harness/context.py,644,Context.inject,263,294,32
4c6d7b6,app/harness/context.py,644,Context._refresh_injects,302,326,25
4c6d7b6,app/harness/context.py,644,Context.work,353,377,25
4c6d7b6,app/harness/context.py,644,Context.parallel,477,498,22
4c6d7b6,app/harness/context.py,644,Context.unload,527,576,50
4c6d7b6,app/harness/extension_paths.py,21,,,,
4c6d7b6,app/harness/extensions_inventory.py,93,_plugins,19,60,42
4c6d7b6,app/harness/extensions_inventory.py,93,_mcp,63,89,27
4c6d7b6,app/harness/plugin.py,436,validate_config,126,157,32
4c6d7b6,app/harness/plugin.py,436,_activation_config,167,189,23
4c6d7b6,app/harness/plugin.py,436,mount_plugins,192,244,53
4c6d7b6,app/harness/plugin.py,436,discover_plugin_dir,324,436,113
4c6d7b6,app/harness/runtime_host.py,175,HarnessRuntimeHost.__init__,55,89,35
4c6d7b6,app/harness/runtime_host.py,175,HarnessRuntimeHost.open_scope,95,127,33
4c6d7b6,app/harness/runtime_host.py,175,_plugin_tree_signature,148,175,28
4c6d7b6,app/harness/services.py,37,,,,
4c6d7b6,app/input_artifact/__init__.py,19,,,,
4c6d7b6,app/input_artifact/schema.py,696,InputArtifact.to_public_dict,192,213,22
4c6d7b6,app/input_artifact/schema.py,696,InputArtifact.to_model_dict,215,244,30
4c6d7b6,app/input_artifact/schema.py,696,_mark_char_center,337,365,29
4c6d7b6,app/input_artifact/schema.py,696,_content_window,368,387,20
4c6d7b6,app/input_artifact/schema.py,696,_mark_window_rect,405,428,24
4c6d7b6,app/input_artifact/schema.py,696,_facts,431,533,103
4c6d7b6,app/input_artifact/schema.py,696,_element_handle_facts,536,569,34
4c6d7b6,app/input_artifact/schema.py,696,compile_input_artifact,584,696,113
4c6d7b6,app/model_health.py,467,_quota_detail,87,108,22
4c6d7b6,app/model_health.py,467,read_health,200,224,25
4c6d7b6,app/model_health.py,467,record_failure,328,375,48
4c6d7b6,app/model_health.py,467,probe_gateway,411,467,57
4c6d7b6,app/models/__init__.py,5,,,,
4c6d7b6,app/models/capability_resolver.py,78,ModelCapabilityResolver.resolve,26,78,53
4c6d7b6,app/models/catalog.py,62,ModelCapabilityCatalog.entries,33,58,26
4c6d7b6,app/models/profiles.py,204,ModelProfile.from_dict,72,140,69
4c6d7b6,app/models/runtime_client.py,116,ModelRuntimeClient.complete_text,52,94,43
4c6d7b6,app/models/runtime_client.py,116,ModelRuntimeClient._response_text,97,116,20
4c6d7b6,app/models/visual_relay.py,189,_visual_paths,38,57,20
4c6d7b6,app/models/visual_relay.py,189,_structured_text,78,99,22
4c6d7b6,app/models/visual_relay.py,189,VisualRelayPlanner.plan,105,189,85
4c6d7b6,app/models_catalog.py,156,_gateway_models,50,74,25
4c6d7b6,app/models_catalog.py,156,list_models,77,121,45
4c6d7b6,app/models_catalog.py,156,select_model,137,156,20
4c6d7b6,app/object_store.py,115,ObjectStore.build_reference_context,90,111,22
4c6d7b6,app/perception/__init__.py,48,,,,
4c6d7b6,app/perception/broker.py,302,PerceptionBroker.resolve,74,135,62
4c6d7b6,app/perception/broker.py,302,PerceptionBroker._collect,147,236,90
4c6d7b6,app/perception/broker.py,302,PerceptionBroker._read_one,239,273,35
4c6d7b6,app/perception/element_handles.py,101,assign_element_handles,66,101,36
4c6d7b6,app/perception/fusion.py,341,texts_agree,57,78,22
4c6d7b6,app/perception/fusion.py,341,pixel_tier_warranted,139,161,23
4c6d7b6,app/perception/fusion.py,341,_content_conflicts,164,191,28
4c6d7b6,app/perception/fusion.py,341,_notes,194,214,21
4c6d7b6,app/perception/fusion.py,341,_inner_records,232,256,25
4c6d7b6,app/perception/fusion.py,341,fuse_observations,259,341,83
4c6d7b6,app/perception/pixel_ocr.py,770,gesture_strokes,49,73,25
4c6d7b6,app/perception/pixel_ocr.py,770,ocr_blocks_to_text,146,176,31
4c6d7b6,app/perception/pixel_ocr.py,770,filter_blocks_by_strokes,179,236,58
4c6d7b6,app/perception/pixel_ocr.py,770,filter_blocks_by_bbox,239,273,35
4c6d7b6,app/perception/pixel_ocr.py,770,capture_edge_state,276,309,34
4c6d7b6,app/perception/pixel_ocr.py,770,_spawn_worker,332,352,21
4c6d7b6,app/perception/pixel_ocr.py,770,prewarm_ocr_worker,375,398,24
4c6d7b6,app/perception/pixel_ocr.py,770,_worker_request,401,460,60
4c6d7b6,app/perception/pixel_ocr.py,770,read_ocr_blocks_cold,497,560,64
4c6d7b6,app/perception/pixel_ocr.py,770,FrozenFrameOcrProvider.read,585,734,150
4c6d7b6,app/perception/pixel_ocr.py,770,_blocks_to_screen,746,770,25
4c6d7b6,app/perception/providers.py,756,perception_layer,117,147,31
4c6d7b6,app/perception/providers.py,756,PerceptionObservation.to_trace_dict,336,355,20
4c6d7b6,app/perception/providers.py,756,PerceptionObservation.from_trace_dict,358,393,36
4c6d7b6,app/perception/providers.py,756,context_rectangles,415,434,20
4c6d7b6,app/perception/providers.py,756,observation_from_result,475,598,124
4c6d7b6,app/perception/providers.py,756,synthetic_observation,610,641,32
4c6d7b6,app/perception/providers.py,756,observations_from_trace,644,692,49
4c6d7b6,app/perception/visual_once.py,193,_material_look_anchor,58,84,27
4c6d7b6,app/perception/visual_once.py,193,_uncovered_material_anchors,87,117,31
4c6d7b6,app/perception/visual_once.py,193,attach_look_once_if_needed,148,193,46
4c6d7b6,app/permissions/__init__.py,51,,,,
4c6d7b6,app/permissions/app_blacklist.py,159,AppBlacklist.check,131,155,25
4c6d7b6,app/permissions/capability_matrix.py,145,CapabilityMatrix.load,123,145,23
4c6d7b6,app/permissions/offline_mode.py,73,,,,
4c6d7b6,app/permissions/sensitive_detect.py,130,redact,97,125,29
4c6d7b6,app/pointer_operator.py,124,MagicPointerOperator.observe,50,75,26
4c6d7b6,app/pointer_operator.py,124,MagicPointerOperator.propose,77,96,20
4c6d7b6,app/pointer_operator.py,124,format_grounding_for_prompt,99,124,26
4c6d7b6,app/process/__init__.py,5,,,,
4c6d7b6,app/process/job_object.py,155,,,,
4c6d7b6,app/receipts/__init__.py,12,,,,
4c6d7b6,app/receipts/projection.py,106,project_receipts,14,50,37
4c6d7b6,app/receipts/projection.py,106,compose_receipt,53,81,29
4c6d7b6,app/receipts/projection.py,106,_classify,84,106,23
4c6d7b6,app/receipts/schema.py,37,,,,
4c6d7b6,app/replay/__init__.py,25,,,,
4c6d7b6,app/replay/perception_replay.py,137,trace_to_snapshot_payload,43,128,86
4c6d7b6,app/replay/recorder.py,193,DesktopTraceRecorder.capture_frame,72,99,28
4c6d7b6,app/replay/recorder.py,193,DesktopTraceRecorder.add_pointer_sample,101,122,22
4c6d7b6,app/replay/recorder.py,193,DesktopTraceRecorder.finish,159,193,35
4c6d7b6,app/replay/replayer.py,96,,,,
4c6d7b6,app/replay/trace_schema.py,338,DesktopTrace.from_dict,308,338,31
4c6d7b6,app/review/__init__.py,11,,,,
4c6d7b6,app/review/compiler.py,135,compile_review_prompt,51,121,71
4c6d7b6,app/review/session.py,302,ReviewSessionStore._mutation_lock,132,159,28
4c6d7b6,app/review/session.py,302,ReviewSessionStore._normalize_anchor,180,224,45
4c6d7b6,app/review/session.py,302,ReviewSessionStore.record,226,287,62
4c6d7b6,app/run_kernel/__init__.py,22,,,,
4c6d7b6,app/run_kernel/projection.py,155,project_operations,36,113,78
4c6d7b6,app/run_kernel/projection.py,155,pending_inbox,116,155,40
4c6d7b6,app/run_kernel/schema.py,66,,,,
4c6d7b6,app/screen_context.py,200,subtract_rect,80,101,22
4c6d7b6,app/screen_context.py,200,build_screen_context,116,166,51
4c6d7b6,app/screen_context.py,200,annotate_windows,169,200,32
4c6d7b6,app/self_evolution/__init__.py,17,,,,
4c6d7b6,app/self_evolution/background.py,111,BackgroundReviewLauncher.__init__,24,44,21
4c6d7b6,app/self_evolution/background.py,111,BackgroundReviewLauncher.launch,46,90,45
4c6d7b6,app/self_evolution/background.py,111,BackgroundReviewLauncher.prepare,92,111,20
4c6d7b6,app/self_evolution/candidates.py,427,_exclusive_store_lock,42,69,28
4c6d7b6,app/self_evolution/candidates.py,427,LearningCandidateStore.propose,142,200,59
4c6d7b6,app/self_evolution/candidates.py,427,LearningCandidateStore.get,202,227,26
4c6d7b6,app/self_evolution/candidates.py,427,LearningCandidateStore.apply,251,282,32
4c6d7b6,app/self_evolution/candidates.py,427,LearningCandidateStore.reject,285,309,25
4c6d7b6,app/self_evolution/candidates.py,427,LearningCandidateStore.rollback,312,344,33
4c6d7b6,app/self_evolution/candidates.py,427,LearningCandidateStore._resolve_target,346,367,22
4c6d7b6,app/self_evolution/candidates.py,427,LearningCandidateStore._audit,396,416,21
4c6d7b6,app/self_evolution/review.py,87,SessionLearningReviewer.review_digest,53,87,35
4c6d7b6,app/self_evolution/worker.py,192,build_review_context,97,136,40
4c6d7b6,app/self_evolution/worker.py,192,run_review,139,171,33
4c6d7b6,app/surface_adapter/__init__.py,25,,,,
4c6d7b6,app/surface_adapter/adapters/__init__.py,1,,,,
4c6d7b6,app/surface_adapter/adapters/dingtalk_adapter.py,31,,,,
4c6d7b6,app/surface_adapter/adapters/figma_adapter.py,303,figma_runtime_materials,38,73,36
4c6d7b6,app/surface_adapter/adapters/figma_adapter.py,303,FigmaSourceReader._fragments,93,116,24
4c6d7b6,app/surface_adapter/adapters/figma_adapter.py,303,FigmaSourceReader._run,118,165,48
4c6d7b6,app/surface_adapter/adapters/figma_adapter.py,303,FigmaSourceReader.search,190,222,33
4c6d7b6,app/surface_adapter/adapters/figma_adapter.py,303,FigmaSurfaceAdapter.resolve,239,295,57
4c6d7b6,app/surface_adapter/adapters/wechat_adapter.py,251,_conversation_identity,54,97,44
4c6d7b6,app/surface_adapter/adapters/wechat_adapter.py,251,WeChatSurfaceAdapter.resolve,114,251,138
4c6d7b6,app/surface_adapter/manifest.py,130,SurfaceAdapterManifest.from_dict,33,59,27
4c6d7b6,app/surface_adapter/manifest.py,130,SurfaceAdapterManifest.matches_window,76,103,28
4c6d7b6,app/surface_adapter/protocol.py,79,,,,
4c6d7b6,app/surface_adapter/registry.py,121,SurfaceAdapterRegistry.try_resolve,39,59,21
4c6d7b6,app/system_context.py,186,_query_process_image_path,28,57,30
4c6d7b6,app/system_context.py,186,list_visible_windows,76,177,102
4c6d7b6,app/task_context.py,319,TaskContextStore._load_state,66,104,39
4c6d7b6,app/task_context.py,319,TaskContextStore.build_reference_context,249,319,71
4c6d7b6,app/telemetry/__init__.py,7,,,,
4c6d7b6,app/telemetry/interaction_ledger.py,499,InteractionLedger.query,170,192,23
4c6d7b6,app/telemetry/interaction_ledger.py,499,InteractionLedger.summarize,194,213,20
4c6d7b6,app/telemetry/interaction_ledger.py,499,InteractionLedger.load,226,255,30
4c6d7b6,app/telemetry/interaction_ledger.py,499,project_session,297,402,106
4c6d7b6,app/telemetry/interaction_ledger.py,499,_entry_from_dict,438,499,62
4c6d7b6,app/telemetry/pointerbench.py,278,PointerBench.load_runs,155,186,32
4c6d7b6,app/telemetry/pointerbench.py,278,_stats_for,197,221,25
4c6d7b6,app/telemetry/pointerbench.py,278,_run_from_dict,248,278,31
4c6d7b6,app/text_actions/length_target.py,255,target_from_handle,82,126,45
4c6d7b6,app/text_actions/length_target.py,255,build_instruction,191,219,29
4c6d7b6,app/text_actions/point_markers.py,116,parse_points,65,102,38
4c6d7b6,app/uia_host_client.py,257,_open_pipe_handle,37,56,20
4c6d7b6,app/uia_host_client.py,257,_read_pipe,73,106,34
4c6d7b6,app/uia_host_client.py,257,build_request_line,109,136,28
4c6d7b6,app/uia_host_client.py,257,parse_response,139,159,21
4c6d7b6,app/uia_host_client.py,257,UiaHostClient.probe,218,241,24
4c6d7b6,app/vision/__init__.py,1,,,,
4c6d7b6,app/vision/image_prompt.py,144,compose_prompt,79,132,54
4c6d7b6,app/vision/overlay_translation.py,182,fit_block,110,130,21
4c6d7b6,app/vision/overlay_translation.py,182,plan_overlay,133,165,33
4c6d7b6,app/vision/visual_element_cache.py,91,write_cached,68,91,24
4c6d7b6,app/vision/visual_elements.py,196,group_blocks_into_elements,113,179,67
4c6d7b6,app/visual_annotation.py,121,_draw_locator_stroke,11,38,28
4c6d7b6,app/visual_annotation.py,121,make_pointer_annotated_image,41,121,81
4c6d7b6,app/voice/__init__.py,5,,,,
4c6d7b6,app/voice/text_normalization.py,178,normalize_voice_text,130,150,21
